-9.502122879028320312e+00 -4.031402111053466797e+00 1.994641184806823730e+00 9.933821558952331543e-01 6.713866710662841797e+00 -6.046689033508300781e+00 -8.285248756408691406e+00 -1.111378002166748047e+01 -5.660563945770263672e+00 -4.806449890136718750e+00 -4.983461856842041016e+00 -1.144786167144775391e+01 -3.777324676513671875e+00 5.241368293762207031e+00 -2.822701930999755859e+00 9.227055549621582031e+00 7.922926425933837891e+00 1.767870521545410156e+01 1.803813576698303223e+00 -7.959701061248779297e+00 -8.716244697570800781e+00
-2.685009002685546875e+01 -7.586954116821289062e+00 -2.324627786874771118e-01 9.472005844116210938e+00 2.132679557800292969e+01 -1.748768925666809082e+00 -4.065473079681396484e+00 -6.112564563751220703e+00 -5.113555908203125000e+00 -2.149554014205932617e+00 -2.131205797195434570e+00 -1.680072593688964844e+01 -2.034385299682617188e+01 6.843320369720458984e+00 1.748722076416015625e+00 6.765520095825195312e+00 -4.306609630584716797e+00 6.113392829895019531e+00 1.647525548934936523e+00 -8.194132804870605469e+00 -1.871867561340332031e+01
-2.579514694213867188e+01 -6.883657932281494141e+00 -9.748307466506958008e-01 1.263683795928955078e+01 2.120957946777343750e+01 2.314718961715698242e+00 3.709855079650878906e+00 2.561716735363006592e-01 -1.518931865692138672e+00 1.679502129554748535e+00 1.268058300018310547e+00 -1.273723793029785156e+01 -2.112529182434082031e+01 1.243061637878417969e+01 -2.197550058364868164e+00 4.303984165191650391e+00 -1.005019378662109375e+01 -1.740795135498046875e+01 5.535095930099487305e-01 -3.544564962387084961e+00 -1.613992500305175781e+01
-1.071335506439208984e+01 -3.977060616016387939e-01 6.526993274688720703e+00 8.612421989440917969e+00 1.515341854095458984e+01 2.275647163391113281e+00 1.031302356719970703e+01 5.413675785064697266e+00 1.098892211914062500e+00 3.398670196533203125e+00 2.362074375152587891e+00 -4.727477550506591797e+00 -1.511148691177368164e+00 3.610824966430664062e+01 -2.802414131164550781e+01 -1.400528073310852051e+00 -9.893905639648437500e+00 -4.444577407836914062e+01 -5.541722297668457031e+00 6.361390352249145508e-01 6.248331546783447266e+00
4.368437290191650391e+00 2.610837936401367188e+00 1.266129684448242188e+01 1.345030188560485840e+00 6.205930709838867188e+00 -5.382464885711669922e+00 1.261827087402343750e+01 5.687179565429687500e+00 1.177036166191101074e+00 6.172781944274902344e+00 2.909082412719726562e+00 -4.766549587249755859e+00 2.470913231372833252e-01 2.962229537963867188e+01 -2.083489418029785156e+01 -3.197839975357055664e+00 -1.087070560455322266e+01 -3.655323028564453125e+01 -4.330490589141845703e+00 1.144075036048889160e+00 1.347665214538574219e+01
1.358942890167236328e+01 -7.493540644645690918e-01 6.644209384918212891e+00 -4.632986068725585938e+00 -1.842901229858398438e+00 -1.163398456573486328e+01 1.070374298095703125e+01 3.069355726242065430e+00 -5.030598044395446777e-01 1.019719791412353516e+01 4.432890415191650391e+00 -1.144786167144775391e+01 -1.573335647583007812e+01 -2.343747901916503906e+01 1.534577846527099609e+01 4.577487945556640625e+00 -1.118328189849853516e+01 7.402768611907958984e+00 7.508325576782226562e+00 -5.576308727264404297e+00 -9.927475929260253906e+00
1.675426101684570312e+01 1.985685944557189941e+00 8.715024948120117188e+00 1.728701591491699219e-01 2.455018758773803711e+00 -2.842784881591796875e+00 1.066467094421386719e+01 4.983883857727050781e+00 -5.660563945770263672e+00 3.750318050384521484e+00 3.143514394760131836e+00 -9.103541374206542969e+00 4.857587337493896484e+00 -8.043111801147460938e+00 1.425176239013671875e+01 1.547857570648193359e+01 -2.563992118835449219e+01 -3.334932708740234375e+01 5.085861682891845703e+00 -1.843729466199874878e-01 -3.636884212493896484e+00
-4.891626834869384766e+00 2.102901935577392578e+00 7.855441093444824219e+00 -1.350937843322753906e+00 2.025226831436157227e+00 1.040262317657470703e+01 6.835615158081054688e+00 -9.547633677721023560e-02 -4.639878273010253906e-01 2.338381111621856689e-01 -3.264293670654296875e+00 -2.031509637832641602e+00 1.228126716613769531e+01 1.641596031188964844e+01 -1.532574176788330078e+01 7.859536170959472656e+00 -3.525169610977172852e+00 -3.315396881103515625e+01 -8.784698486328125000e+00 -9.658129811286926270e-01 -5.199764251708984375e+00
-2.899905014038085938e+01 -5.320777893066406250e+00 -1.951630830764770508e+00 -6.039577960968017578e+00 -3.972372114658355713e-01 1.048076725006103516e+01 1.933751404285430908e-01 -7.323796272277832031e+00 7.311340332031250000e+00 4.961550235748291016e+00 -5.296037673950195312e+00 -3.438101530075073242e+00 -1.413140487670898438e+01 -2.429706382751464844e+01 -1.399729442596435547e+01 -4.018352031707763672e+00 2.362987136840820312e+01 4.241128158569335938e+01 -6.127802371978759766e+00 -1.151525306701660156e+01 -2.805688476562500000e+01
-2.696730613708496094e+01 -8.212105751037597656e+00 -9.258094787597656250e+00 -5.219065666198730469e+00 1.165642738342285156e+00 3.877599000930786133e+00 -8.224968314170837402e-01 -7.480084419250488281e+00 6.100108146667480469e+00 5.039694309234619141e+00 -4.436453819274902344e+00 -7.892309665679931641e+00 -2.261002922058105469e+01 -4.125431060791015625e+01 6.398290157318115234e+00 -6.636176109313964844e+00 1.983988571166992188e+01 6.183006668090820312e+01 1.725669622421264648e+00 -2.132232475280761719e+01 -3.618386077880859375e+01
-7.939242839813232422e+00 -3.445322036743164062e+00 -4.647598743438720703e+00 1.337981522083282471e-01 3.236458778381347656e+00 -2.256705045700073242e+00 -1.994656920433044434e+00 -5.135764122009277344e+00 2.466412305831909180e+00 9.762061238288879395e-01 -4.358309745788574219e+00 -4.649333477020263672e+00 -1.092750072479248047e+01 -8.277544021606445312e+00 8.390961647033691406e+00 1.061007976531982422e+00 5.109742164611816406e+00 1.748334503173828125e+01 2.155461549758911133e+00 -1.507080459594726562e+01 -1.821074104309082031e+01
3.274421215057373047e+00 3.939285993576049805e+00 3.518449306488037109e+00 3.572134256362915039e+00 2.103370904922485352e+00 -3.663296937942504883e+00 -1.682080864906311035e+00 -1.931860327720642090e+00 2.427340269088745117e+00 -9.383218884468078613e-01 -4.084805488586425781e+00 2.383626461029052734e+00 -1.511148691177368164e+00 2.161253547668457031e+01 1.983154058456420898e+00 4.343056201934814453e+00 4.601743817329406738e-01 -2.995006370544433594e+01 -2.279304265975952148e-01 -1.551892995834350586e+00 7.654923915863037109e+00
1.945973157882690430e+00 5.697525978088378906e+00 6.292561054229736328e+00 3.376774072647094727e+00 -5.242165088653564453e+00 3.682239055633544922e+00 6.444895267486572266e+00 -1.736203432083129883e-01 5.240524291992187500e+00 1.366926074028015137e+00 -4.553669929504394531e+00 3.399498462677001953e+00 9.389939308166503906e+00 1.985429573059082031e+01 -8.097421646118164062e+00 -7.612976074218750000e+00 3.585934400558471680e+00 -3.448241424560546875e+01 -4.721210479736328125e+00 2.863243103027343750e+00 1.652426719665527344e+01
-5.086987018585205078e+00 1.126101970672607422e+00 5.880492329597473145e-01 2.517190217971801758e+00 -8.680500984191894531e+00 1.153571128845214844e+01 1.609567832946777344e+01 2.014411687850952148e+00 6.256396293640136719e+00 5.391342163085937500e+00 -2.600069761276245117e+00 -1.758005619049072266e+00 -6.004428863525390625e+00 6.882391929626464844e+00 -1.145761394500732422e+01 -1.308305644989013672e+01 3.156142473220825195e+00 -8.968399047851562500e+00 -4.760282516479492188e+00 -9.658129811286926270e-01 6.287403583526611328e+00
-1.477684307098388672e+01 -1.012663364410400391e+01 -4.139662742614746094e+00 -2.913817882537841797e+00 -4.304437160491943359e+00 6.104702949523925781e+00 9.609726905822753906e+00 -9.550603628158569336e-01 8.302018791437149048e-02 3.437741994857788086e+00 -5.683256983757019043e-01 -9.494261741638183594e+00 -1.600686073303222656e+01 -1.791591882705688477e+00 9.289618492126464844e+00 2.155024051666259766e+00 -1.024561643600463867e+00 7.207408905029296875e+00 3.562053680419921875e+00 -1.229669284820556641e+01 -1.121685218811035156e+01
-1.884033012390136719e+01 -1.493249034881591797e+01 -3.358222723007202148e+00 3.682301640510559082e-01 1.148065090179443359e+01 -3.311648845672607422e+00 -4.846912860870361328e+00 -2.908660411834716797e+00 -9.489620208740234375e+00 -3.399857997894287109e+00 9.554823040962219238e-01 -1.293259716033935547e+01 7.709843158721923828e+00 3.247455215454101562e+01 9.367761611938476562e+00 1.618187141418457031e+01 -1.888046646118164062e+01 -2.205751991271972656e+01 4.616997718811035156e+00 -1.737605285644531250e+01 1.989483714103698730e+00
-1.856682777404785156e+01 -1.020477771759033203e+01 -8.398510932922363281e+00 7.205830097198486328e+00 2.390554618835449219e+01 -7.570497035980224609e+00 -1.016070461273193359e+01 2.561716735363006592e-01 -1.152136421203613281e+01 -6.173969745635986328e+00 3.612378358840942383e+00 -8.830037117004394531e+00 1.704805183410644531e+01 5.083839035034179688e+01 4.327474117279052734e+00 2.239431953430175781e+01 -2.513198471069335938e+01 -5.382305526733398438e+01 3.288549661636352539e+00 -1.057752513885498047e+01 1.867322731018066406e+01
-1.790260314941406250e+01 -1.426826572418212891e+01 -1.976846313476562500e+01 -4.522818326950073242e-01 1.323889064788818359e+01 -1.300150489807128906e+01 -9.496480941772460938e+00 -2.010004281997680664e+00 -4.879123687744140625e+00 -3.522419035434722900e-01 4.393818378448486328e+00 -6.251285552978515625e+00 -2.448876619338989258e+00 -2.807463884353637695e+00 2.054235458374023438e+01 1.829175949096679688e+01 -9.854896068572998047e-01 3.378352642059326172e+00 1.047779750823974609e+01 -1.503173255920410156e+01 -3.128948211669921875e+00
-9.463050842285156250e+00 -1.856618690490722656e+01 -2.699678230285644531e+01 -5.414425849914550781e+00 -3.249493122100830078e+00 -1.858880043029785156e+01 -3.284032821655273438e+00 -2.127220392227172852e+00 1.611641794443130493e-01 5.274126052856445312e+00 3.417018413543701172e+00 -4.922837734222412109e+00 -8.700396537780761719e+00 -2.746189498901367188e+01 2.319924926757812500e+01 4.421199798583984375e+00 1.183012676239013672e+01 5.464081573486328125e+01 1.133738136291503906e+01 -2.362757301330566406e+01 -2.301659584045410156e+01
-9.423978805541992188e+00 -2.102772140502929688e+01 -2.941924667358398438e+01 -7.524313926696777344e+00 -1.098574924468994141e+01 -1.753385734558105469e+01 1.131103157997131348e+00 3.733876645565032959e-01 -2.808307886123657227e+00 3.320526123046875000e+00 1.854138374328613281e+00 -4.024181365966796875e+00 3.357550811767578125e+01 -3.706119775772094727e+00 1.202465820312500000e+01 1.725232005119323730e+00 -2.821873664855957031e+00 3.604254531860351562e+01 5.554725646972656250e+00 -2.519045257568359375e+01 -1.824981307983398438e+01
